Experiment,Session,Market,Period,LastPrice,Fundamental,VWAP_Buy,VWAP_Sell,VWAP_Overall,CloseDrift,CloseDrift_Pct,TotalVolume,Candidates_Sell,Candidates_Buy,Candidate_SubjectIDs_Sell,Candidate_SubjectIDs_Buy
Choice A,1,2.0,7,371.2,216,373.276,373.274,373.275,-2.0749999999999886,-0.5558904293081478,10,1,0,[np.int64(3)],[]
Choice A,1,2.0,8,251.29,192,257.72285714285715,257.7257142857143,257.7242857142857,-6.434285714285721,-2.496577183812161,14,1,0,[np.int64(2)],[]
Choice A,1,2.0,9,274.83,168,275.3,275.29699999999997,275.2985,-0.4685000000000059,-0.17017891488693399,20,1,0,[np.int64(6)],[]
Choice A,1,2.0,10,310.08,144,311.7009090909091,311.7013636363636,311.70113636363635,-1.6211363636363672,-0.5200931836658815,44,1,1,[np.int64(6)],[np.int64(4)]
Choice A,1,2.0,11,177.65,120,182.21173913043478,182.2113043478261,182.21152173913043,-4.561521739130427,-2.5034211314370616,46,0,0,[],[]
Choice A,1,2.0,12,109.78,96,117.39080000000001,117.39160000000001,117.39120000000003,-7.611200000000025,-6.483620578033126,50,1,0,[np.int64(10)],[]
Choice A,1,2.0,13,50.45,72,50.883333333333326,50.885,50.88416666666666,-0.4341666666666555,-0.8532451155401757,12,0,1,[],[np.int64(2)]
Choice A,1,2.0,14,43.37,48,46.29600000000001,46.29600000000001,46.29600000000001,-2.926000000000009,-6.320200449282893,10,0,1,[],[np.int64(6)]
Choice A,1,2.0,15,10.85,24,6.423333333333333,6.421666666666667,6.422499999999999,4.4275,68.93732970027249,36,0,1,[],[np.int64(12)]
Choice A,1,3.0,1,378.52,360,379.26000000000005,379.26000000000005,379.26000000000005,-0.7400000000000659,-0.19511680641250484,10,1,1,[np.int64(3)],[np.int64(4)]
Choice A,1,3.0,2,357.38,336,359.705,362.03,360.48,-3.1000000000000227,-0.8599644917887324,3,0,1,[],[np.int64(1)]
Choice A,1,3.0,3,346.14,312,346.90299999999996,346.90099999999995,346.90199999999993,-0.7619999999999436,-0.2196585779268911,20,1,0,[np.int64(4)],[]
Choice A,1,3.0,4,331.54,288,343.21000000000004,343.21125,343.21062500000005,-11.67062500000003,-3.400426487379296,16,1,0,[np.int64(6)],[]
